annotations,split,image_id,panoid,heading,gsv_image_path
"[{'category_id': 1,'bbox':[485, 287, 537, 324],'bbox_mode': 0}]",train,image1164503,1164503,106,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1164503_106.jpg
"[{'category_id': 1,'bbox':[45, 309, 74, 337],'bbox_mode': 0}]",train,image810967,810967,25,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_810967_25.jpg
"[{'category_id': 1,'bbox':[586, 308, 613, 335],'bbox_mode': 0}]",train,image247228,247228,77,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_247228_77.jpg
"[{'category_id': 1,'bbox':[275, 287, 303, 314],'bbox_mode': 0}]",train,image160209,160209,238,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_160209_238.jpg
"[{'category_id': 1,'bbox':[471, 319, 501, 347],'bbox_mode': 0}]",train,image143533,143533,223,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_143533_223.jpg
"[{'category_id': 1,'bbox':[483, 119, 521, 149],'bbox_mode': 0}]",train,image240134,240134,19,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_240134_19.jpg
"[{'category_id': 1,'bbox':[304, 208, 326, 238],'bbox_mode': 0}]",train,image234556,234556,165,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_234556_165.jpg
"[{'category_id': 1,'bbox':[402, 343, 429, 370],'bbox_mode': 0}]",train,image752743,752743,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_752743_0.jpg
"[{'category_id': 1,'bbox':[531, 295, 560, 324],'bbox_mode': 0}]",train,image352099,352099,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_352099_80.jpg
"[{'category_id': 1,'bbox':[370, 215, 396, 235],'bbox_mode': 0}]",train,image247481,247481,13,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_247481_13.jpg
"[{'category_id': 1,'bbox':[185, 248, 213, 277],'bbox_mode': 0}]",train,image1041025,1041025,117,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1041025_117.jpg
"[{'category_id': 1,'bbox':[187, 324, 221, 352],'bbox_mode': 0}]",train,image115852,115852,34,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115852_34.jpg
"[{'category_id': 1,'bbox':[139, 305, 170, 335],'bbox_mode': 0}]",train,image1210545,1210545,3,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1210545_3.jpg
"[{'category_id': 1,'bbox':[198, 286, 229, 313],'bbox_mode': 0}]",train,image2834243,2834243,34,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_2834243_34.jpg
"[{'category_id': 1,'bbox':[268, 276, 300, 308],'bbox_mode': 0}]",train,image776193,776193,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_776193_72.jpg
"[{'category_id': 1,'bbox':[195, 317, 226, 347],'bbox_mode': 0}]",train,image220380,220380,17,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_220380_17.jpg
"[{'category_id': 1,'bbox':[67, 290, 97, 321],'bbox_mode': 0}]",train,image339809,339809,106,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_339809_106.jpg
"[{'category_id': 1,'bbox':[474, 237, 506, 270],'bbox_mode': 0}]",train,image143855,143855,188,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_143855_188.jpg
"[{'category_id': 1,'bbox':[581, 316, 611, 344],'bbox_mode': 0}]",train,image368714,368714,211,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_368714_211.jpg
"[{'category_id': 1,'bbox':[502, 138, 532, 174],'bbox_mode': 0}]",train,image121502,121502,220,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_121502_220.jpg
"[{'category_id': 1,'bbox':[237, 17, 270, 56],'bbox_mode': 0}]",train,image122215,122215,139,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_122215_139.jpg
"[{'category_id': 1,'bbox':[47, 340, 74, 367],'bbox_mode': 0}]",train,image123240,123240,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_123240_64.jpg
"[{'category_id': 1,'bbox':[432, 279, 443, 290],'bbox_mode': 0}]",train,image758763,758763,84,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_758763_84.jpg
"[{'category_id': 1,'bbox':[520, 233, 550, 264],'bbox_mode': 0}]",train,image222365,222365,128,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_222365_128.jpg
"[{'category_id': 1,'bbox':[474, 182, 516, 215],'bbox_mode': 0}]",train,image115860,115860,2,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115860_2.jpg
"[{'category_id': 1,'bbox':[278, 302, 302, 327],'bbox_mode': 0}]",train,image1247494,1247494,108,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1247494_108.jpg
"[{'category_id': 1,'bbox':[375, 361, 402, 389],'bbox_mode': 0}]",train,image992100,992100,1,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_992100_1.jpg
"[{'category_id': 1,'bbox':[594, 316, 629, 345],'bbox_mode': 0}]",train,image102133,102133,51,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_102133_51.jpg
"[{'category_id': 1,'bbox':[253, 240, 285, 269],'bbox_mode': 0}]",train,image222963,222963,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_222963_65.jpg
"[{'category_id': 1,'bbox':[78, 340, 106, 366],'bbox_mode': 0}]",train,image136397,136397,65,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_136397_65.jpg
"[{'category_id': 1,'bbox':[194, 250, 226, 283],'bbox_mode': 0}]",train,image136687,136687,197,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_136687_197.jpg
"[{'category_id': 1,'bbox':[565, 317, 592, 344],'bbox_mode': 0}]",train,image154199,154199,126,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_154199_126.jpg
"[{'category_id': 1,'bbox':[475, 237, 506, 268],'bbox_mode': 0}]",train,image235458,235458,171,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_235458_171.jpg
"[{'category_id': 1,'bbox':[612, 293, 640, 324],'bbox_mode': 0}]",train,image951350,951350,176,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_951350_176.jpg
"[{'category_id': 1,'bbox':[367, 143, 396, 173],'bbox_mode': 0}]",train,image165679,165679,119,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_165679_119.jpg
"[{'category_id': 1,'bbox':[212, 213, 255, 246],'bbox_mode': 0}]",train,image101865,101865,191,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_101865_191.jpg
"[{'category_id': 1,'bbox':[434, 273, 461, 302],'bbox_mode': 0}]",train,image956847,956847,9,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_956847_9.jpg
"[{'category_id': 1,'bbox':[480, 302, 522, 337],'bbox_mode': 0}]",train,image1604896,1604896,56,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1604896_56.jpg
"[{'category_id': 1,'bbox':[203, 238, 230, 265],'bbox_mode': 0}]",train,image1033695,1033695,125,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1033695_125.jpg
"[{'category_id': 1,'bbox':[88, 283, 124, 314],'bbox_mode': 0}]",train,image830248,830248,4,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_830248_4.jpg
"[{'category_id': 1,'bbox':[9, 330, 40, 358],'bbox_mode': 0}]",train,image635618,635618,25,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_635618_25.jpg
"[{'category_id': 1,'bbox':[375, 182, 415, 213],'bbox_mode': 0}]",train,image103202,103202,54,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_103202_54.jpg
"[{'category_id': 1,'bbox':[543, 164, 577, 193],'bbox_mode': 0}]",train,image230198,230198,74,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_230198_74.jpg
"[{'category_id': 1,'bbox':[27, 50, 57, 82],'bbox_mode': 0}]",train,image680198,680198,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_680198_0.jpg
"[{'category_id': 1,'bbox':[522, 337, 559, 369],'bbox_mode': 0}]",train,image242718,242718,21,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_242718_21.jpg
"[{'category_id': 1,'bbox':[558, 294, 589, 325],'bbox_mode': 0}]",train,image149683,149683,140,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_149683_140.jpg
"[{'category_id': 1,'bbox':[220, 304, 247, 334],'bbox_mode': 0}]",train,image715410,715410,46,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_715410_46.jpg
"[{'category_id': 1,'bbox':[372, 79, 398, 107],'bbox_mode': 0}]",train,image141330,141330,58,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_141330_58.jpg
"[{'category_id': 1,'bbox':[86, 290, 114, 320],'bbox_mode': 0}]",train,image339809,339809,106,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_339809_106.jpg
"[{'category_id': 1,'bbox':[501, 172, 527, 200],'bbox_mode': 0}]",train,image122533,122533,37,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_122533_37.jpg
"[{'category_id': 1,'bbox':[487, 297, 516, 326],'bbox_mode': 0}]",train,image104904,104904,168,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_104904_168.jpg
"[{'category_id': 1,'bbox':[258, 312, 285, 340],'bbox_mode': 0}]",train,image161479,161479,178,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_161479_178.jpg
"[{'category_id': 1,'bbox':[247, 333, 270, 354],'bbox_mode': 0}]",train,image207616,207616,136,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_207616_136.jpg
"[{'category_id': 1,'bbox':[479, 241, 507, 269],'bbox_mode': 0}]",train,image146315,146315,160,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_146315_160.jpg
"[{'category_id': 1,'bbox':[371, 303, 399, 331],'bbox_mode': 0}]",train,image334856,334856,41,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_334856_41.jpg
"[{'category_id': 1,'bbox':[250, 288, 278, 316],'bbox_mode': 0}]",train,image618956,618956,3,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_618956_3.jpg
"[{'category_id': 1,'bbox':[589, 269, 618, 298],'bbox_mode': 0}]",train,image140181,140181,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_140181_48.jpg
"[{'category_id': 1,'bbox':[472, 327, 503, 358],'bbox_mode': 0}]",train,image147514,147514,145,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_147514_145.jpg
"[{'category_id': 1,'bbox':[351, 372, 379, 401],'bbox_mode': 0}]",train,image1379909,1379909,63,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1379909_63.jpg
"[{'category_id': 1,'bbox':[295, 194, 338, 233],'bbox_mode': 0}]",train,image135384,135384,6,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_135384_6.jpg
"[{'category_id': 1,'bbox':[424, 341, 453, 371],'bbox_mode': 0}]",train,image110989,110989,225,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_110989_225.jpg
"[{'category_id': 1,'bbox':[542, 315, 570, 342],'bbox_mode': 0}]",train,image343056,343056,217,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_343056_217.jpg
"[{'category_id': 1,'bbox':[154, 335, 181, 363],'bbox_mode': 0}]",train,image752735,752735,249,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_752735_249.jpg
"[{'category_id': 1,'bbox':[280, 149, 311, 187],'bbox_mode': 0}]",train,image132683,132683,158,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_132683_158.jpg
"[{'category_id': 1,'bbox':[491, 278, 518, 309],'bbox_mode': 0}]",train,image141374,141374,42,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_141374_42.jpg
"[{'category_id': 1,'bbox':[575, 293, 605, 322],'bbox_mode': 0}]",train,image149888,149888,202,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_149888_202.jpg
"[{'category_id': 1,'bbox':[482, 297, 512, 328],'bbox_mode': 0}]",train,image130848,130848,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_130848_89.jpg
"[{'category_id': 1,'bbox':[449, 210, 480, 242],'bbox_mode': 0}]",train,image130656,130656,255,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_130656_255.jpg
"[{'category_id': 1,'bbox':[327, 262, 366, 296],'bbox_mode': 0}]",train,image905631,905631,80,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_905631_80.jpg
"[{'category_id': 1,'bbox':[463, 178, 492, 207],'bbox_mode': 0}]",train,image711041,711041,33,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_711041_33.jpg
"[{'category_id': 1,'bbox':[392, 333, 422, 360],'bbox_mode': 0}]",train,image768170,768170,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_768170_48.jpg
"[{'category_id': 1,'bbox':[13, 319, 41, 345],'bbox_mode': 0}]",train,image359280,359280,110,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_359280_110.jpg
"[{'category_id': 1,'bbox':[503, 327, 539, 363],'bbox_mode': 0}]",train,image210641,210641,20,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_210641_20.jpg
"[{'category_id': 1,'bbox':[406, 295, 435, 322],'bbox_mode': 0}]",train,image324814,324814,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_324814_89.jpg
"[{'category_id': 1,'bbox':[138, 382, 171, 416],'bbox_mode': 0}]",train,image105490,105490,159,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_105490_159.jpg
"[{'category_id': 1,'bbox':[271, 291, 301, 321],'bbox_mode': 0}]",train,image164403,164403,67,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_164403_67.jpg
"[{'category_id': 1,'bbox':[120, 236, 154, 267],'bbox_mode': 0}]",train,image1103949,1103949,104,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1103949_104.jpg
"[{'category_id': 1,'bbox':[533, 171, 562, 203],'bbox_mode': 0}]",train,image962239,962239,137,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_962239_137.jpg
"[{'category_id': 1,'bbox':[102, 294, 130, 324],'bbox_mode': 0}]",train,image119544,119544,152,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_119544_152.jpg
"[{'category_id': 1,'bbox':[540, 325, 567, 353],'bbox_mode': 0}]",train,image137933,137933,74,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_137933_74.jpg
"[{'category_id': 1,'bbox':[475, 228, 506, 259],'bbox_mode': 0}]",train,image210213,210213,49,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_210213_49.jpg
"[{'category_id': 1,'bbox':[491, 351, 522, 382],'bbox_mode': 0}]",train,image105350,105350,121,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_105350_121.jpg
"[{'category_id': 1,'bbox':[231, 96, 258, 125],'bbox_mode': 0}]",train,image243138,243138,179,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_243138_179.jpg
"[{'category_id': 1,'bbox':[433, 129, 480, 162],'bbox_mode': 0}]",train,image753680,753680,224,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_753680_224.jpg
"[{'category_id': 1,'bbox':[284, 325, 313, 353],'bbox_mode': 0}]",train,image962569,962569,212,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_962569_212.jpg
"[{'category_id': 1,'bbox':[176, 346, 205, 376],'bbox_mode': 0}]",train,image115955,115955,201,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115955_201.jpg
"[{'category_id': 1,'bbox':[206, 300, 234, 328],'bbox_mode': 0}]",train,image143950,143950,58,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_143950_58.jpg
"[{'category_id': 1,'bbox':[160, 208, 189, 238],'bbox_mode': 0}]",train,image108902,108902,224,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_108902_224.jpg
"[{'category_id': 1,'bbox':[98, 300, 126, 329],'bbox_mode': 0}]",train,image663630,663630,152,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_663630_152.jpg
"[{'category_id': 1,'bbox':[0, 322, 21, 354],'bbox_mode': 0}]",train,image130848,130848,269,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_130848_269.jpg
"[{'category_id': 1,'bbox':[113, 332, 150, 362],'bbox_mode': 0}]",train,image126165,126165,237,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_126165_237.jpg
"[{'category_id': 1,'bbox':[182, 54, 209, 83],'bbox_mode': 0}]",train,image677116,677116,2,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_677116_2.jpg
"[{'category_id': 1,'bbox':[263, 316, 292, 343],'bbox_mode': 0}]",train,image125880,125880,128,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_125880_128.jpg
"[{'category_id': 1,'bbox':[501, 267, 534, 297],'bbox_mode': 0}]",train,image247738,247738,11,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_247738_11.jpg
"[{'category_id': 1,'bbox':[454, 326, 480, 353],'bbox_mode': 0}]",train,image137933,137933,74,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_137933_74.jpg
"[{'category_id': 1,'bbox':[134, 280, 163, 311],'bbox_mode': 0}]",train,image118614,118614,100,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_118614_100.jpg
"[{'category_id': 1,'bbox':[47, 248, 79, 274],'bbox_mode': 0}]",train,image323659,323659,190,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_323659_190.jpg
"[{'category_id': 1,'bbox':[601, 203, 631, 231],'bbox_mode': 0}]",train,image115903,115903,260,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_115903_260.jpg
"[{'category_id': 1,'bbox':[462, 262, 494, 290],'bbox_mode': 0}]",train,image373741,373741,39,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_373741_39.jpg
"[{'category_id': 1,'bbox':[280, 173, 310, 206],'bbox_mode': 0}]",train,image129468,129468,92,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_129468_92.jpg
"[{'category_id': 1,'bbox':[28, 319, 55, 345],'bbox_mode': 0}]",train,image389297,389297,119,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_389297_119.jpg
"[{'category_id': 1,'bbox':[553, 405, 586, 442],'bbox_mode': 0}]",train,image122719,122719,121,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_122719_121.jpg
"[{'category_id': 1,'bbox':[441, 311, 474, 340],'bbox_mode': 0}]",train,image1368526,1368526,215,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1368526_215.jpg
"[{'category_id': 1,'bbox':[497, 300, 525, 330],'bbox_mode': 0}]",train,image236130,236130,62,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_236130_62.jpg
"[{'category_id': 1,'bbox':[179, 307, 208, 337],'bbox_mode': 0}]",train,image108709,108709,192,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_108709_192.jpg
"[{'category_id': 1,'bbox':[339, 335, 366, 361],'bbox_mode': 0}]",train,image152383,152383,42,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_152383_42.jpg
"[{'category_id': 1,'bbox':[358, 13, 388, 49],'bbox_mode': 0}]",train,image784552,784552,209,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_784552_209.jpg
"[{'category_id': 1,'bbox':[269, 23, 301, 62],'bbox_mode': 0}]",train,image122215,122215,139,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_122215_139.jpg
"[{'category_id': 1,'bbox':[67, 54, 94, 81],'bbox_mode': 0}]",train,image116131,116131,89,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_116131_89.jpg
"[{'category_id': 1,'bbox':[340, 252, 374, 279],'bbox_mode': 0}]",train,image128632,128632,229,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_128632_229.jpg
"[{'category_id': 1,'bbox':[115, 265, 144, 295],'bbox_mode': 0}]",train,image99560,99560,145,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_99560_145.jpg
"[{'category_id': 1,'bbox':[600, 269, 633, 298],'bbox_mode': 0}]",train,image140181,140181,48,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_140181_48.jpg
"[{'category_id': 1,'bbox':[425, 211, 457, 252],'bbox_mode': 0}]",train,image99792,99792,5,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_99792_5.jpg
"[{'category_id': 1,'bbox':[448, 246, 482, 282],'bbox_mode': 0}]",train,image399407,399407,206,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_399407_206.jpg
"[{'category_id': 1,'bbox':[67, 107, 97, 135],'bbox_mode': 0}]",train,image131038,131038,102,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_131038_102.jpg
"[{'category_id': 1,'bbox':[491, 252, 519, 283],'bbox_mode': 0}]",train,image154653,154653,23,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_154653_23.jpg
"[{'category_id': 1,'bbox':[441, 262, 470, 294],'bbox_mode': 0}]",train,image128791,128791,114,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_128791_114.jpg
"[{'category_id': 1,'bbox':[126, 334, 154, 361],'bbox_mode': 0}]",train,image664643,664643,183,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_664643_183.jpg
"[{'category_id': 1,'bbox':[254, 307, 282, 336],'bbox_mode': 0}]",train,image1804277,1804277,3,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1804277_3.jpg
"[{'category_id': 1,'bbox':[98, 216, 141, 252],'bbox_mode': 0}]",train,image102251,102251,30,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_102251_30.jpg
"[{'category_id': 1,'bbox':[485, 291, 513, 319],'bbox_mode': 0}]",train,image981372,981372,64,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_981372_64.jpg
"[{'category_id': 1,'bbox':[206, 26, 237, 65],'bbox_mode': 0}]",train,image242254,242254,18,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_242254_18.jpg
"[{'category_id': 1,'bbox':[450, 75, 485, 117],'bbox_mode': 0}]",train,image1364790,1364790,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1364790_0.jpg
"[{'category_id': 1,'bbox':[610, 286, 638, 315],'bbox_mode': 0}]",train,image109129,109129,19,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_109129_19.jpg
"[{'category_id': 1,'bbox':[351, 169, 378, 198],'bbox_mode': 0}]",train,image725936,725936,0,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_725936_0.jpg
"[{'category_id': 1,'bbox':[327, 270, 355, 299],'bbox_mode': 0}]",train,image663351,663351,121,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_663351_121.jpg
"[{'category_id': 1,'bbox':[59, 272, 91, 304],'bbox_mode': 0}]",train,image408970,408970,212,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_408970_212.jpg
"[{'category_id': 1,'bbox':[32, 332, 62, 365],'bbox_mode': 0}]",train,image120175,120175,72,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_120175_72.jpg
"[{'category_id': 1,'bbox':[475, 304, 506, 334],'bbox_mode': 0}]",train,image1253997,1253997,21,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_1253997_21.jpg
"[{'category_id': 1,'bbox':[9, 330, 40, 358],'bbox_mode': 0}]",train,image158653,158653,25,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_158653_25.jpg
"[{'category_id': 1,'bbox':[298, 295, 327, 322],'bbox_mode': 0}]",train,image121078,121078,6,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_121078_6.jpg
"[{'category_id': 1,'bbox':[163, 297, 199, 328],'bbox_mode': 0}]",train,image146535,146535,24,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_146535_24.jpg
"[{'category_id': 1,'bbox':[522, 176, 549, 204],'bbox_mode': 0}]",train,image122533,122533,37,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_122533_37.jpg
"[{'category_id': 1,'bbox':[309, 327, 338, 356],'bbox_mode': 0}]",train,image118618,118618,59,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_118618_59.jpg
"[{'category_id': 1,'bbox':[65, 321, 94, 349],'bbox_mode': 0}]",train,image128184,128184,69,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_128184_69.jpg
"[{'category_id': 1,'bbox':[162, 336, 190, 365],'bbox_mode': 0}]",train,image123331,123331,250,/home/hinux/Desktop/project04/checking_folder/filtered_img_camera/camera_train/strtV_image_123331_250.jpg
